178.0,174.0,37.0,45.0
183.0,129.0,39.0,43.0
190.0,104.0,37.0,42.0
197.0,93.0,37.0,42.0
204.0,100.0,37.0,40.0
210.0,121.0,38.0,44.0
215.0,161.0,41.0,44.0
220.0,217.0,39.0,44.0
225.0,280.0,43.0,48.0
225.0,335.0,43.0,42.0
219.0,262.0,45.0,45.0
218.0,205.0,36.0,41.0
211.0,168.0,37.0,40.0
203.0,145.0,38.0,38.0
198.0,141.0,40.0,41.0
191.0,153.0,39.0,39.0
185.0,180.0,40.0,41.0
179.0,220.0,42.0,45.0
175.0,282.0,38.0,38.0
177.0,344.0,34.0,35.0
168.0,278.0,36.0,36.0
165.0,208.0,41.0,42.0
169.0,156.0,38.0,40.0
170.0,127.0,34.0,35.0
169.0,107.0,34.0,36.0
168.0,107.0,35.0,34.0
168.0,118.0,35.0,38.0
170.0,147.0,37.0,37.0
167.0,199.0,35.0,36.0
166.0,258.0,37.0,39.0
169.0,337.0,38.0,34.0
170.0,340.0,37.0,42.0
168.0,262.0,40.0,40.0
168.0,212.0,33.0,35.0
169.0,171.0,35.0,39.0
169.0,151.0,33.0,36.0
165.0,143.0,37.0,41.0
166.0,152.0,34.0,34.0
168.0,175.0,32.0,37.0
165.0,214.0,39.0,36.0
167.0,270.0,32.0,32.0
170.0,338.0,31.0,34.0
171.0,416.0,32.0,30.0
165.0,369.0,36.0,35.0
168.0,297.0,31.0,34.0
163.0,237.0,35.0,36.0
167.0,203.0,34.0,35.0
167.0,181.0,34.0,36.0
168.0,177.0,34.0,35.0
164.0,185.0,39.0,37.0
167.0,209.0,37.0,38.0
170.0,247.0,38.0,39.0
166.0,304.0,39.0,40.0
173.0,376.0,35.0,33.0
175.0,416.0,36.0,35.0
174.0,361.0,34.0,35.0
179.0,315.0,35.0,37.0
182.0,276.0,34.0,33.0
179.0,252.0,41.0,40.0
188.0,254.0,31.0,31.0
190.0,265.0,34.0,33.0
197.0,288.0,28.0,29.0
197.0,333.0,28.0,27.0
200.0,385.0,31.0,32.0
201.0,420.0,28.0,32.0
198.0,367.0,26.0,31.0
189.0,312.0,29.0,28.0
185.0,275.0,33.0,28.0
180.0,247.0,34.0,34.0
176.0,240.0,34.0,32.0
174.0,245.0,31.0,33.0
168.0,267.0,33.0,32.0
168.0,303.0,33.0,32.0
163.0,352.0,30.0,32.0
162.0,412.0,32.0,36.0
160.0,405.0,31.0,35.0
152.0,338.0,32.0,40.0
149.0,296.0,28.0,31.0
145.0,258.0,28.0,32.0
143.0,249.0,29.0,33.0
141.0,249.0,29.0,30.0
139.0,259.0,30.0,31.0
136.0,283.0,31.0,30.0
131.0,322.0,31.0,34.0
128.0,369.0,32.0,33.0
132.0,428.0,35.0,37.0
133.0,430.0,32.0,31.0
132.0,380.0,32.0,34.0
128.0,344.0,34.0,34.0
127.0,322.0,32.0,33.0
124.0,315.0,29.0,27.0
122.0,317.0,28.0,27.0
122.0,333.0,31.0,27.0
120.0,361.0,29.0,28.0
120.0,405.0,26.0,27.0
117.0,459.0,29.0,29.0
121.0,485.0,27.0,26.0
122.0,433.0,27.0,27.0
125.0,388.0,27.0,30.0
127.0,361.0,30.0,30.0
131.0,345.0,27.0,27.0
134.0,342.0,26.0,26.0
139.0,352.0,26.0,26.0
138.0,371.0,30.0,30.0
144.0,408.0,29.0,30.0
149.0,454.0,27.0,27.0
147.0,479.0,26.0,28.0
142.0,432.0,26.0,28.0
139.0,391.0,27.0,27.0
136.0,364.0,27.0,28.0
133.0,347.0,29.0,31.0
129.0,350.0,27.0,27.0
128.0,358.0,28.0,27.0
125.0,381.0,28.0,27.0
123.0,419.0,25.0,28.0
121.0,465.0,28.0,28.0
120.0,463.0,31.0,34.0
124.0,410.0,28.0,28.0
123.0,368.0,32.0,31.0
127.0,333.0,30.0,33.0
128.0,318.0,32.0,33.0
130.0,314.0,29.0,31.0
129.0,322.0,30.0,32.0
139.0,343.0,27.0,29.0
140.0,379.0,25.0,27.0
140.0,421.0,29.0,31.0
143.0,417.0,27.0,29.0
140.0,351.0,27.0,31.0
138.0,305.0,28.0,28.0
135.0,263.0,31.0,32.0
135.0,244.0,30.0,30.0
135.0,235.0,31.0,30.0
136.0,238.0,30.0,30.0
134.0,255.0,29.0,29.0
136.0,285.0,27.0,30.0
133.0,330.0,30.0,33.0
134.0,393.0,32.0,32.0
136.0,412.0,31.0,30.0
143.0,346.0,29.0,32.0
145.0,299.0,30.0,29.0
145.0,257.0,36.0,35.0
151.0,235.0,34.0,32.0
156.0,228.0,30.0,28.0
161.0,229.0,31.0,32.0
162.0,249.0,34.0,32.0
166.0,284.0,36.0,36.0
174.0,338.0,32.0,30.0
181.0,405.0,36.0,34.0
184.0,403.0,38.0,39.0
183.0,337.0,34.0,37.0
188.0,283.0,28.0,28.0
181.0,238.0,40.0,38.0
183.0,216.0,38.0,41.0
180.0,210.0,42.0,39.0
185.0,213.0,36.0,40.0
185.0,243.0,35.0,35.0
185.0,276.0,37.0,39.0
187.0,335.0,41.0,44.0
195.0,410.0,39.0,37.0
192.0,392.0,41.0,43.0
194.0,325.0,39.0,40.0
192.0,250.0,41.0,44.0
195.0,210.0,41.0,41.0
195.0,184.0,41.0,36.0
199.0,172.0,35.0,36.0
200.0,176.0,36.0,37.0
202.0,200.0,36.0,37.0
205.0,232.0,39.0,42.0
207.0,286.0,36.0,37.0
217.0,350.0,33.0,37.0
213.0,355.0,37.0,39.0
