156,72,159,158
164,74,158,156
172,70,161,157
181,70,161,157
193,69,158,157
205,67,156,157
218,66,156,157
233,64,153,157
250,63,151,155
265,62,151,154
282,62,153,152
300,60,152,154
319,58,148,154
333,58,152,152
350,55,152,154
369,54,148,156
385,54,148,154
399,53,150,154
416,51,150,154
432,51,150,154
448,52,149,152
463,54,150,151
479,55,149,151
493,55,149,151
508,55,149,151
523,59,149,151
536,60,149,150
550,62,148,150
562,64,148,150
575,67,148,150
587,69,147,149
598,72,147,148
610,75,145,148
619,77,145,148
629,80,145,148
638,83,144,148
647,86,144,148
654,94,143,142
661,99,143,138
668,101,142,138
675,102,141,137
682,104,141,136
685,104,143,139
690,105,143,138
691,106,143,136
691,106,143,135
691,107,141,133
691,107,139,131
689,107,139,132
688,107,138,131
686,108,138,131
684,107,138,131
682,106,136,129
680,106,135,127
677,104,133,128
673,103,133,127
669,103,133,126
666,104,132,127
663,106,132,127
661,110,132,128
659,114,133,128
658,117,133,128
658,119,132,127
658,119,132,126
658,116,132,126
659,114,132,125
660,112,132,125
662,111,132,125
664,111,132,126
667,111,132,127
668,111,133,130
670,114,135,129
672,116,135,129
674,117,135,130
676,118,135,130
677,118,137,130
679,117,136,131
680,117,137,132
680,118,138,132
681,119,138,132
681,119,138,133
680,121,139,134
680,122,139,134
680,123,140,136
678,124,141,136
677,126,141,136
676,128,142,136
675,129,142,138
673,131,144,140
673,134,145,140
673,137,145,141
675,140,145,142
674,142,147,143
677,145,146,143
678,146,149,147
680,149,150,148
682,153,151,148
685,157,152,150
688,161,153,152
691,166,152,153
694,171,152,154
696,176,153,154
698,180,153,155
699,183,153,156
698,187,155,155
698,189,155,156
697,193,156,155
696,196,157,155
696,199,157,155
695,201,157,155
694,203,157,155
692,204,157,157
689,204,158,157
686,204,159,157
683,205,158,154
679,205,159,154
676,204,158,155
672,204,159,155
668,204,159,155
664,204,159,155
660,204,159,155
655,205,159,155
650,206,160,155
645,206,159,157
639,208,160,157
634,210,162,157
630,211,162,157
626,213,162,157
622,214,162,158
619,216,162,159
616,216,162,159
613,216,162,159
610,216,163,160
607,217,163,160
604,218,163,161
601,218,163,161
598,219,164,162
596,220,164,162
593,220,163,162
590,220,164,162
588,219,165,163
586,220,165,162
584,218,166,163
582,218,166,165
582,218,166,165
581,218,166,165
581,218,166,166
581,219,165,166
580,219,164,166
579,220,165,166
578,221,164,166
576,221,166,166
575,222,166,166
575,223,165,166
573,223,166,168
572,224,166,167
571,224,167,167
570,225,167,167
568,227,167,167
568,229,167,167
566,230,169,167
566,232,169,167
564,233,170,168
565,235,169,169
564,237,169,169
564,239,169,169
565,242,169,168
565,244,169,169
565,246,168,169
564,249,169,168
564,251,169,169
564,252,169,169
564,253,169,170
564,254,169,171
564,255,169,171
562,256,171,171
563,256,171,171
563,256,172,170
564,255,173,172
566,254,173,173
566,253,173,174
567,253,174,174
567,252,174,174
568,253,174,174
569,254,174,175
569,255,175,175
571,257,175,175
570,258,176,176
570,260,176,175
570,261,175,176
567,261,177,178
565,261,177,178
564,263,177,178
562,264,177,178
561,265,177,178
560,266,177,177
559,268,176,176
557,268,177,177
556,269,176,177
555,269,176,177
552,270,176,176
550,271,176,176
548,271,176,176
546,273,175,175
542,274,175,173
539,274,175,172
536,274,174,172
532,274,174,172
529,274,174,172
526,274,173,171
523,274,172,172
520,273,172,172
517,274,172,171
514,275,172,170
512,276,171,170
509,276,172,172
507,278,171,171
505,280,171,171
503,281,171,171
499,281,171,171
496,281,171,170
493,281,171,168
489,279,171,169
485,276,170,169
481,272,170,168
477,267,170,168
474,263,171,169
469,259,171,169
466,256,171,169
461,255,171,169
456,253,171,170
452,252,171,170
448,250,171,170
444,250,171,170
442,250,171,170
440,250,170,170
438,251,171,170
436,252,171,170
434,254,171,170
433,257,169,169
433,258,169,170
433,260,169,169
435,260,169,169
438,260,169,169
441,261,168,169
444,262,168,169
446,264,169,170
450,269,168,170
453,273,167,170
455,277,166,169
