338.0,111.0,81.0,14.0
327.0,114.0,83.0,13.0
317.0,116.0,82.0,12.0
309.0,114.0,82.0,14.0
301.0,114.0,83.0,15.0
294.0,113.0,81.0,16.0
288.0,113.0,80.0,16.0
288.0,101.0,67.0,34.0
291.0,90.0,54.0,53.0
290.0,82.0,45.0,66.0
288.0,74.0,37.0,76.0
285.0,67.0,30.0,80.0
282.0,59.0,30.0,84.0
280.0,53.0,29.0,82.0
278.0,48.0,29.0,81.0
280.0,41.0,28.0,78.0
279.0,32.0,16.0,80.0
280.0,24.0,18.0,85.0
280.0,18.0,19.0,88.0
280.0,16.0,21.0,83.0
279.0,15.0,21.0,82.0
281.0,17.0,19.0,78.0
284.0,16.0,18.0,79.0
282.0,17.0,29.0,78.0
278.0,18.0,39.0,72.0
274.0,16.0,47.0,70.0
271.0,16.0,54.0,63.0
271.0,15.0,57.0,62.0
270.0,15.0,58.0,62.0
269.0,16.0,54.0,57.0
287.0,16.0,32.0,57.0
294.0,16.0,26.0,63.0
290.0,16.0,32.0,69.0
286.0,17.0,42.0,69.0
282.0,18.0,47.0,67.0
279.0,18.0,51.0,67.0
278.0,18.0,54.0,70.0
270.0,25.0,57.0,62.0
268.0,33.0,56.0,49.0
269.0,36.0,58.0,40.0
267.0,36.0,61.0,51.0
263.0,35.0,56.0,63.0
260.0,36.0,53.0,69.0
258.0,40.0,50.0,72.0
255.0,45.0,48.0,74.0
251.0,50.0,50.0,75.0
248.0,58.0,48.0,73.0
245.0,64.0,48.0,73.0
242.0,67.0,50.0,76.0
239.0,73.0,48.0,75.0
236.0,76.0,49.0,77.0
234.0,79.0,48.0,79.0
230.0,83.0,47.0,74.0
224.0,89.0,48.0,63.0
221.0,101.0,54.0,49.0
222.0,113.0,57.0,36.0
222.0,115.0,64.0,37.0
222.0,121.0,66.0,38.0
220.0,130.0,63.0,41.0
224.0,128.0,47.0,57.0
225.0,124.0,38.0,74.0
224.0,124.0,31.0,83.0
224.0,130.0,24.0,85.0
223.0,137.0,21.0,86.0
222.0,143.0,21.0,86.0
220.0,150.0,22.0,86.0
218.0,155.0,25.0,84.0
214.0,158.0,30.0,80.0
213.0,170.0,34.0,67.0
213.0,173.0,38.0,67.0
219.0,167.0,34.0,80.0
224.0,177.0,22.0,81.0
225.0,184.0,20.0,83.0
227.0,193.0,20.0,85.0
229.0,200.0,21.0,83.0
232.0,206.0,20.0,87.0
234.0,212.0,20.0,86.0
235.0,221.0,22.0,84.0
237.0,227.0,27.0,82.0
236.0,231.0,33.0,84.0
233.0,240.0,40.0,78.0
234.0,248.0,42.0,77.0
235.0,254.0,42.0,78.0
237.0,259.0,41.0,78.0
240.0,267.0,37.0,76.0
248.0,270.0,31.0,76.0
255.0,272.0,25.0,80.0
